sector,longBusinessSummary,city,phone,state,country,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,recommendationKey,grossProfits,freeCashflow,currentPrice,currentRatio,returnOnAssets,debtToEquity,returnOnEquity,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,enterpriseToRevenue,enterpriseToEbitda,fiftyTwoWeekChange,sharesOutstanding,bookValue,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,floatShares,beta,enterpriseValue,priceHint,priceToSalesTrailing12Months,forwardPE,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,regularMarketDayHigh,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,openPrice,averageVolume10days,regularMarketDayLow,currency,regularMarketVolume,marketCap,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fiftyTwoWeekLow,bid,tradeable,bidSize,dayHigh,regularMarketPrice,logoUrl,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
Consumer Cyclical,"Slater and Gordon Limited, a law firm, provides legal practices in Australia. The company provides legal services in various areas, such as workers compensation, motor vehicle and car accidents, public liability, medical law, asbestos, silicosis, military compensation, police compensation, comcare, institutional abuse; superannuation and disability insurance; class actions; dispute resolution; employment law; and will dispute, as well as provides union services. It also offers litigation and emerging services. The company was founded in 1935 and is based in Melbourne, Australia. Slater and Gordon Limited is a subsidiary of AIO V Finance (Ireland) DAC.",Melbourne,61 3 9602 6888,VIC,Australia,https://www.slatergordon.com.au,1,485 La Trobe Street,Personal Services,0.11771,0.01382,0.45578,-14060000,0.005,0.110690005,18362000,none,71100000,15077625,0.525,2.31,0.02503,70.584,0.010620001,15633000,129850000,155996992,0.112,AUD,1.019,0.837,ASX,SLATER & G FPO,Slater and Gordon Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,SGH.AX,finmb_9285234,au_market,1.226,10.42,,139692000,1.212,1656547200,0.0,1936000,0.017,,0.4331683,0.77746004,1719705600,1656547200,50427414,0.934959,191325280,4,0.47012636,3.7499998,0.525,0.525,0.567925,0.104761906,0.0,0.525,608,0.525,0.5378,0.055,0.525,608,0.525,AUD,4804,73338296,1744,0.525,0.52,0,4804,0.705,0.505,0.51,False,0,0.525,0.525,https://logo.clearbit.com/slatergordon.com.au,,,,3aa2c612-41c1-3670-86f0-b1cf655d6bb4
Industrials,"Stealth Global Holdings Limited operates as an industrial distribution company in Australia and internationally. The company offers industrial maintenance, repairs, and operations supplies; safety and PPE products; truck and automotive parts and accessories; and workplace supplies, and other related products and services. It serves customers from a range of industries, including commercial, mining, resources, industrial, government, transport, automotive, agriculture, building, construction, manufacturing, engineering, trade, and retail sectors through 74 branches and stores across Australia. Stealth Global Holdings Limited was founded in 2014 and is headquartered in Stirling, Australia.",Stirling,61 8 6465 7800,WA,Australia,https://www.stealthgi.com,1,43 Cedric Street,Industrial Distribution,0.02893,0.00598,0.30189,881499,0.452,0.0234,2881367,none,30068694,-1024954,0.135,1.03,0.02767,157.916,0.0388,4749807,23789208,99601272,0.048,AUD,0.999,0.628,ASX,STEALTH FPO,Stealth Global Holdings Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,SGI.AX,finmb_577452161,au_market,0.301,10.414,,99700000,0.14,1656547200,0.26885,-240692,0.003,,0.96428573,0.56238,1719705600,1656547200,43043481,0.60995,30006400,4,0.13513383,4.5000005,0.13,0.135,0.1185075,,0.0,0.135,12589,0.13,0.12885,,0.135,12589,0.135,AUD,5000,13459501,35843,0.135,0.14,0,5000,0.18,0.096,0.12,False,0,0.135,0.135,https://logo.clearbit.com/stealthgi.com,,,,99a7fae0-7147-3368-b3d5-89a4f6788d2d
Consumer Defensive,"Ricegrowers Limited operates as a rice food company in Australia and internationally. The company operates through Rice Pool, International Rice, Rice Food, Riviana Foods, and CopRice segments. It engages in the receipt and storage of paddy rice; and milling, manufacturing, processing, procurement, distribution, and marketing of rice and related products, as well as other grocery products, gourmet, entertainment food products, and research and development into the growing of rice. The company offers everyday, microwave, and healthy rice; rice snacks; baby rice cereal; bulk bag rice; and rice for restaurants. Further, it provides animal feed and nutrition products. The company offers its products under the Sunwhite, Solrice, Trukai, CopRice, Hinode, Always Fresh, Admiral, Captain, Riviana, Mahatma, Menu Master, Garden Supreme, and Ocean Supreme brands. Ricegrowers Limited was founded in 1950 and is based in Sydney, Australia.",Sydney,61 2 9268 2000,NSW,Australia,https://www.sunrice.com.au,1,Governor Macquarie Tower,Farm Products,0.06437,0.035639998,0.37784,24338000,0.482,0.048520003,85888000,none,504127000,-18499500,6.61,1.451,0.03816,47.567,0.10085,42967000,240379008,1334242048,0.694,AUD,21.669,0.525,ASX,SUNRICE B LTDVOTE,Ricegrowers Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,SGLLV.AX,finmb_20724935,au_market,0.466,7.235,,61703600,7.444,1651276800,0.0,47553000,0.444,,0.88796353,0.19948,1714435200,1651276800,49858023,0.774069,621373760,2,0.6069842,,6.75,6.75,6.8568,0.048888892,0.5584,6.75,1275,6.75,6.5849,0.33,6.75,1275,6.61,AUD,3366,809863808,5740,6.61,6.75,0,3366,7.93,6.31,6.61,False,0,6.75,6.61,https://logo.clearbit.com/sunrice.com.au,,,,b441404b-fe32-3ea4-ac1a-4b77489137ae
Basic Materials,"Sims Limited engages in buying, processing, and selling ferrous and non-ferrous recycled metals in Australia, Bangladesh, China, Turkey, the United States, and internationally. The company operates through six segments: North America Metals, Investment in SA Recycling, Australia/New Zealand Metals, UK Metals, Global Trading, and Sims Lifecycle Services. It is involved in the collection, processing, and trading of iron and steel secondary raw materials; and other metal alloys and residues, principally aluminum, lead, copper, zinc, and nickel bearing materials. The company also engages in the provision of environmentally responsible solutions for the disposal of post-consumer electronic products, such as information technology assets recycled for commercial customers; and environmentally responsible recycling of negative value materials, including electrical and electronic equipment. In addition, it provides secondary processing and other services comprising recycling of municipal curbside materials, stevedoring, and other sources of service. Sims Limited was founded in 1917 and is headquartered in Mascot, Australia.",Mascot,61 2 8113 1600,NSW,Australia,https://www.simsmm.com,1,189 O’Riordan Street,Steel,0.05527,0.0646,0.12371001,547800000,0.443,0.04178,512800000,hold,1147700000,122675000,14.02,1.728,0.05965,27.653,0.2574,267500000,701699968,9277299712,1.39,AUD,46.921,0.902,ASX,SIMS METAL FPO,Sims Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,SGM.AX,finmb_6158729,au_market,0.312,5.637,,197568992,9.57,1656547200,0.42869,599299968,-0.602,,1.4649949,0.18152,1719705600,1656547200,130014838,1.434317,2890433536,2,0.29856935,9.602739,13.52,13.61,15.28895,0.008875739,0.2402,14.06,347551,13.52,12.976,0.12,13.61,347551,13.53,AUD,411555,2769917440,686091,13.53,14.03,0,411555,22.8,10.97,14.0,False,0,14.06,14.02,https://logo.clearbit.com/simsmm.com,,,,0302cbfb-3643-34f4-8b1b-10eb6eb10cf8
Real Estate,"Stockland (ASX:SGP) was founded in 1952 and has grown to become one of Australia's largest diversified property groups  owning, developing and managing a large portfolio of shopping centres, residential communities, workplace and logistic assets and retirement living villages. Stockland is consistently rated as one of the most sustainable real estate companies in the world by the Dow Jones Sustainability World Index (DJSI). Stockland is also an Employer of Choice for Gender Equality, as recognised by the Workplace Gender Equality Agency.",Sydney,61 2 9035 2000,NSW,Australia,https://www.stockland.com.au,1,133 Castlereagh Street,REIT—Diversified,0.25701,0.47834998,0.26325,918000000,0.123,0.25528,742000000,buy,787000000,-3349250048,3.61,1.155,0.02319,45.324,0.14288999,399000000,4696000000,2887000064,0.167,AUD,1.211,0.103,ASX,STOCKLAND. STAPLED,Stockland,Australia/Sydney,AEDT,True,39600000,EQUITY,SGP.AX,finmb_875270,au_market,4.188,16.293,,2387170048,3.863,1656547200,0.53965,1424999936,-0.071,,0.93450683,0.0057200002,1719705600,1656547200,2369224596,1.101576,12089326592,4,2.984996,10.314285,3.63,3.63,3.73375,0.060330577,0.4449,3.645,5452985,3.63,3.7142,0.219,3.63,5452985,3.6,AUD,5252528,8617683968,6061310,3.6,3.62,0,5252528,4.37,3.125,3.61,False,0,3.645,3.61,https://logo.clearbit.com/stockland.com.au,,,,c2b7065f-a5dd-3d47-84d2-eb2994cd2991
Basic Materials,"St George Mining Limited engages in the exploration for mineral properties in Australia. The company explores for nickel, copper, cobalt, and platinum group metals, as well as gold deposits. It holds interests in the Mt Alexander project that includes 6 granted exploration licenses located to the south-southwest of the Agnew-Wiluna Belt, Western Australia; the Paterson Project; the Broadview Project in Western Australia's Wheatbelt; and the Ajana Project located in the western margin of the Yilgarn Craton. The company was incorporated in 2009 and is based in West Perth, Australia.",West Perth,61 8 6118 2118,WA,Australia,https://www.stgeorgemining.com.au,1,28 Ord Street,Other Industrial Metals & Mining,0.0,0.0,1.0,-7453984,-0.645,-104.19033,-8154090,none,,-4531432,0.073,2.663,-0.89675003,11.977,-1.88553,4103089,343614,78413,0.006,AUD,0.0,2.584,ASX,ST GEORGE FPO,St George Mining Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,SGQ.AX,finmb_111896506,au_market,496.622,-4.776,,589190976,0.006,1656547200,0.0,-8180317,-0.017,,12.166666,0.13686,1719705600,1656547200,604647382,0.510911,38941612,4,548.518,,0.068,0.068,0.04636,,0.0,0.077,2227019,0.068,0.07305,,0.068,2227019,0.068,AUD,10187529,43010940,8031713,0.068,0.075,0,10187529,0.089,0.024,0.073,False,0,0.077,0.073,https://logo.clearbit.com/stgeorgemining.com.au,,,,3ab322dd-e22c-3247-9015-f05cee8314a3
Consumer Cyclical,"The Star Entertainment Group Limited operates and manages integrated resorts in Australia. It operates through three segments: Sydney, Gold Coast, and Brisbane. The company owns and operates The Star Sydney, The Star Gold Coast, and Treasury Brisbane casinos, which include hotels, restaurants, bars, theatres, and other entertainment facilities. It also manages the Gold Coast Convention and Exhibition Centre. The company was formerly known as Echo Entertainment Group Limited and changed its name to The Star Entertainment Group Limited in November 2015. The Star Entertainment Group Limited was incorporated in 2011 and is based in Brisbane, Australia.",Brisbane,61 7 3228 0000,QLD,Australia,https://www.starentertainmentgroup.com.au,1,159 William Street,Resorts & Casinos,-0.11257,-0.13260001,0.51804,176200000,0.182,-0.22428,-171900000,buy,791100000,-157662496,1.81,0.565,-0.04022,38.845,-0.057490002,82000000,1332499968,1527100032,0.086,AUD,1.609,0.293,ASX,STAR ENT FPO,The Star Entertainment Group Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,SGR.AX,finmb_133308271,au_market,2.617,-23.248,,952014016,3.825,1656547200,0.52232,-202500000,-0.129,,0.4732026,0.11171,1719705600,1656547200,897947746,1.163029,3996343296,4,1.1283776,9.049999,1.835,1.825,2.787925,0.0,0.0,1.825,5593012,1.835,2.5105,0.0,1.825,5593012,1.787,AUD,4461730,1723145344,3950175,1.787,1.81,0,4461730,3.79,1.755,1.8,False,0,1.825,1.81,https://logo.clearbit.com/starentertainmentgroup.com.au,,,,c17fb091-dc8e-3e6b-9884-ba531486dcf5
Industrials,"SHAPE Australia Corporation Limited, together with its subsidiaries, engages in the construction, fit-out, and refurbishment of commercial properties in Australia. The company serves hospitality, healthcare, education, and retail sectors, as well as commercial customers. SHAPE Australia Corporation Limited was founded in 1989 and is based in Sydney, Australia.",Sydney,61 2 9906 6977,NSW,Australia,https://shape.com.au,1,155 Clarence Street,Engineering & Construction,0.023139998,0.0109399995,0.08309,-20594000,0.198,0.02086,15234000,strong_buy,54701000,-23182124,1.52,1.096,0.0427,154.789,0.37195998,82031000,31399000,658323968,0.985,AUD,7.978,1.068,ASX,SHAPE AUST FPO,SHAPE Australia Corporation Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,SHA.AX,finmb_46989787,au_market,0.119,5.146,,83241104,,1656547200,0.0,7203000,,,,0.81961,1719705600,1656547200,12291379,,78391680,4,0.19219485,,1.56,1.52,1.784,,0.4768,1.52,414,1.56,1.5128,,1.52,414,1.52,AUD,1025,126526480,1076,1.52,1.56,,1025,2.3,1.5,1.525,False,,1.52,1.52,https://logo.clearbit.com/shape.com.au,,,,197e78c2-fb1e-3e75-8f23-b3a35ee041f7
Energy,"Stonehorse Energy Limited operates as an oil and gas exploration and production company in the United States. The company holds working interests in eleven oil and gas wells located in Carter County and Oklahoma. Stonehorse Energy Limited was incorporated in 1999 and is based in Perth, Australia.",Perth,61 8 6141 3500,WA,Australia,https://www.stonehorseenergy.com,1,182 Claisebrook Road,Oil & Gas E&P,0.84508,0.46505,0.94029,6588899,10.582,0.64537,6547888,none,7285589,4422418,0.013,4.757,0.26516,,0.33858,9060134,0,7748216,0.013,AUD,0.011,4.747,ASX,STONEHORSE FPO,Stonehorse Energy Limited,Australia/Sydney,AEDT,False,39600000,EQUITY,SHE.AX,finmb_9454134,au_market,0.244,0.289,,684460032,0.009,1656547200,0.0,3603325,-0.001,,1.4444445,0.53752,1719705600,1656547200,321018624,0.87976,1891227,4,1.1483909,,0.013,0.013,0.0164575,,0.0,0.013,601795,0.013,0.01354,,0.013,601795,0.013,AUD,1007655,8897981,735438,0.013,0.014,,1007655,0.024,0.011,0.012,False,,0.013,0.013,https://logo.clearbit.com/stonehorseenergy.com,,,,fd9787d1-017a-3ded-987e-7586123e6ee0
Healthcare,"Singular Health Group Ltd, a medical technology company, develops and commercializes volumetric rendering platform (VRP) for the 3D and virtual reality (VR) visualization of anatomy using standard radiological imagery. It offers 3Dicom Viewer, a cross-platform application that allows its users to interact with standard 2D medical images; 3DicomVSP, an end-to-surgical planning platform; Health Academy, a scalable multi-lingual platform that provides templated curriculum aligned lessons; and GeoVR, a cloud platform for use in the mineral resources sector. The company was founded in 2017 and is headquartered in Subiaco, Australia.",Subiaco,1300 167 795,WA,Australia,https://singular.health,1,26 Railway Road,Health Information Services,0.0,0.0,-0.43023,-2905776,-0.157,-14.15796,-5763975,none,-179898,-705100,0.115,3.505,-0.97786003,4.899,-1.75261,1144466,85662,418140,0.011,AUD,0.004,3.427,ASX,SINGHEALTH FPO,Singular Health Group Ltd,Australia/Sydney,AEDT,False,39600000,EQUITY,SHG.AX,finmb_697555320,au_market,28.199,-2.046,,102799000,-0.042,1656547200,0.11429,-5986020,-0.06,,,0.88122004,1719705600,1656547200,39162256,,11791054,4,28.272552,,0.115,0.115,0.13073,,0.0,0.115,9861,0.115,0.1266,,0.115,9861,0.115,AUD,9,11821885,65784,0.115,0.115,,9,0.36,0.09,0.105,False,,0.115,0.115,https://logo.clearbit.com/singular.health,,,,12e3f4cd-ed55-3eed-8fc6-e09554743e1a
Consumer Cyclical,"Shine Justice Ltd, through its subsidiaries, provides damages-based plaintiff litigation legal and insurance recovery consulting services in Australia and New Zealand. It operates through two segments, Personal Injury and New Practice Areas. The Personal Injury segment provides services related to public liability, workers' compensation, and motor vehicle accidents. The New Practice Areas segment offers abuse law, disability insurance and superannuation claims, asbestos and dust disease, federal compensation law, medical law, class actions, commercial disputes, employment, private client services, and catastrophic injuries. It operates 54 branches. The company was formerly known as Shine Corporate Ltd and changed its name to Shine Justice Ltd in April 2020. Shine Justice Ltd was founded in 1976 and is based in Brisbane, Australia.",Brisbane,61 7 3006 6000,QLD,Australia,https://www.shinejustice.com.au,1,160 Ann Street,Personal Services,0.23735,0.14499,0.48053002,10626000,,0.23301001,50980000,buy,103215000,26000624,1.0,2.398,0.052729998,33.374,0.118149996,52757000,92714000,214792000,0.304,AUD,1.242,2.347,ASX,SHINE CORP FPO,Shine Justice Ltd,Australia/Sydney,AEDT,False,39600000,EQUITY,SHJ.AX,finmb_234358520,au_market,1.118,4.712,,173262000,1.402,1656547200,0.10587,31413000,0.129,,0.7132668,0.56361,1719705600,1656547200,77383923,0.285836,240240400,4,0.80665016,5.263158,0.995,1.02,1.096325,0.048241206,0.32689998,1.02,137861,0.995,1.0499,0.048,1.02,137861,0.99,AUD,164714,173262000,84482,0.99,1.0,0,164714,1.415,0.82,0.995,False,0,1.02,1.0,https://logo.clearbit.com/shinejustice.com.au,,,,13745995-a884-3031-982e-2d136e70d909
Healthcare,"Sonic Healthcare Limited offers medical diagnostic services to medical practitioners, hospitals, community health services, and their collective patients. The company provides laboratory medicine/pathology testing services, such as biochemistry, cytopathology, genetics, haematology, histopathology, immunoserology, microbiology, molecular pathology, prenatal testing, toxicology, and ancillary functions; and radiology services, including magnetic resonance imaging, computed tomography (CT), ultrasound, X-ray, mammography, nuclear medicine, PET CT, interventional procedures, and bone mineral densitometry. It also offers primary care medical services comprising general practice clinics, occupational health services, skin cancer clinics, after-hours general practice services, general practice IT solutions, and community-based healthcare services. The company operates in Australia, the United Kingdom, Ireland, the United States, Germany, Switzerland, New Zealand, Belgium, and internationally. Sonic Healthcare Limited was incorporated in 1934 and is headquartered in Sydney, Australia.",Sydney,61 2 9855 5444,NSW,Australia,https://www.sonichealthcare.com,1,Grosvenor Place,Diagnostics & Research,0.25868,0.15637,0.39895,2225820928,0.061,0.2313,2416100096,hold,3726244000,1550479616,29.95,1.106,0.11107001,40.561,0.21754,779996992,3012961024,9340153856,1.654,AUD,19.534,0.955,ASX,SONIC HLTH FPO,Sonic Healthcare Limited,Australia/Sydney,AEDT,True,39600000,EQUITY,SHL.AX,finmb_879338,au_market,1.875,7.249,,479721984,12.201,1656547200,0.42325002,1460566016,1.985,,2.454717,0.04573,1719705600,1656547200,448243448,0.557124,17513383936,2,1.5382694,17.114286,30.11,29.65,33.215,0.028894056,0.314,30.0,574757,30.11,31.322,0.87,29.65,574757,29.54,AUD,485290,14367673344,1019025,29.54,29.95,0,485290,44.81,29.34,29.94,False,0,30.0,29.95,https://logo.clearbit.com/sonichealthcare.com,,,,5acc389b-51bd-3b27-b85a-e81d459944a6
